Song Title,Primary Artist,Album/Single/EP,Apple Music URL,Artwork,Country-Restricted (Check if unavailable in certain countries)
Hide Your Love (2020),The Rolling Stones,Goats Head Soup (2020),https://geo.music.apple.com/ca/album/hide-your-love-2020/1521993582?i=1521993604&app=music&at=11lt62&ct=tracklink,,
Silver Train (2020),The Rolling Stones,Goats Head Soup (2020),https://geo.music.apple.com/ca/album/silver-train-2020/1521993582?i=1521993603&app=music&at=11lt62&ct=tracklink,,
Star Star (2020),The Rolling Stones,Goats Head Soup (2020),https://geo.music.apple.com/ca/album/star-star-2020/1521993582?i=1521993943&app=music&at=11lt62&ct=tracklink,,
Winter (2020),The Rolling Stones,Goats Head Soup (2020),https://geo.music.apple.com/ca/album/winter-2020/1521993582?i=1521993936&app=music&at=11lt62&ct=tracklink,,
Are You a Good Man?,The Sheepdogs,No Simple Thing - EP,https://geo.music.apple.com/ca/album/are-you-a-good-man/1562732653?i=1562732659&app=music&at=11lt62&ct=tracklink,,
"Jesse, Please",The Sheepdogs,No Simple Thing - EP,https://geo.music.apple.com/ca/album/jesse-please/1562732653?i=1562732660&app=music&at=11lt62&ct=tracklink,,
Keep on Loving You,The Sheepdogs,No Simple Thing - EP,https://geo.music.apple.com/ca/album/keep-on-loving-you/1562732653?i=1562732656&app=music&at=11lt62&ct=tracklink,,
Rock and Roll (Ain't No Simple Thing),The Sheepdogs,No Simple Thing - EP,https://geo.music.apple.com/ca/album/rock-and-roll-aint-no-simple-thing/1562732653?i=1562732654&app=music&at=11lt62&ct=tracklink,,
Singing in the Band,The Sheepdogs,No Simple Thing - EP,https://geo.music.apple.com/ca/album/singing-in-the-band/1562732653?i=1562732658&app=music&at=11lt62&ct=tracklink,,
Talk It Over,The Sheepdogs,No Simple Thing - EP,https://geo.music.apple.com/ca/album/talk-it-over/1562732653?i=1562732657&app=music&at=11lt62&ct=tracklink,,
Only a Memory,The Smithereens,Green Thoughts,https://geo.music.apple.com/ca/album/only-a-memory/716221198?i=716221707&app=music&at=11lt62&ct=tracklink,,
I'll Be Around,The Spinners,Spinners,https://geo.music.apple.com/ca/album/ill-be-around/80007882?i=80007854&app=music&at=11lt62&ct=tracklink,,
I Wish It Would Rain,The Temptations,Hitsville: The Making of Motown (Original Motion Picture Soundtrack),https://geo.music.apple.com/ca/album/i-wish-it-would-rain/1475816828?i=1475818451&app=music&at=11lt62&ct=tracklink,,
The Way You Do the Things You Do,The Temptations,The Temptations Sing Smokey,https://geo.music.apple.com/ca/album/the-way-you-do-the-things-you-do/1423301162?i=1423301169&app=music&at=11lt62&ct=tracklink,,
Get Ready,The Temptations,Gettin' Ready,https://geo.music.apple.com/ca/album/get-ready/1443191019?i=1443191102&app=music&at=11lt62&ct=tracklink,,
Get Free,The Vines,Highly Evolved,https://geo.music.apple.com/ca/album/get-free/724725293?i=724725574&app=music&at=11lt62&ct=tracklink,,
"Get Up, Stand Up",The Wailers,Burnin',https://geo.music.apple.com/ca/album/get-up-stand-up/1440821911?i=1440821915&app=music&at=11lt62&ct=tracklink,,
I Shot the Sheriff,The Wailers,Burnin',https://geo.music.apple.com/ca/album/i-shot-the-sheriff/1440821911?i=1440822312&app=music&at=11lt62&ct=tracklink,,
CHOKE,The Warning,CHOKE - Single,https://geo.music.apple.com/ca/album/choke/1565468397?i=1565468402&app=music&at=11lt62&ct=tracklink,,
A Lonely Night,The Weeknd,Starboy,https://geo.music.apple.com/ca/album/a-lonely-night/1440871397?i=1440872113&app=music&at=11lt62&ct=tracklink,,
All I Know (feat. Future),The Weeknd,Starboy,https://geo.music.apple.com/ca/album/all-i-know-feat-future/1440871397?i=1440872295&app=music&at=11lt62&ct=tracklink,,
Attention,The Weeknd,Starboy,https://geo.music.apple.com/ca/album/attention/1440871397?i=1440872132&app=music&at=11lt62&ct=tracklink,,
Die For You,The Weeknd,Starboy,https://geo.music.apple.com/ca/album/die-for-you/1440871397?i=1440872304&app=music&at=11lt62&ct=tracklink,,
False Alarm,The Weeknd,Starboy,https://geo.music.apple.com/ca/album/false-alarm/1440871397?i=1440871698&app=music&at=11lt62&ct=tracklink,,
I Feel It Coming (feat. Daft Punk),The Weeknd,Starboy,https://geo.music.apple.com/ca/album/i-feel-it-coming-feat-daft-punk/1440871397?i=1440872309&app=music&at=11lt62&ct=tracklink,,
Love To Lay,The Weeknd,Starboy,https://geo.music.apple.com/ca/album/love-to-lay/1440871397?i=1440872014&app=music&at=11lt62&ct=tracklink,,
Nothing Without You,The Weeknd,Starboy,https://geo.music.apple.com/ca/album/nothing-without-you/1440871397?i=1440872291&app=music&at=11lt62&ct=tracklink,,
Ordinary Life,The Weeknd,Starboy,https://geo.music.apple.com/ca/album/ordinary-life/1440871397?i=1440872135&app=music&at=11lt62&ct=tracklink,,
Party Monster,The Weeknd,Starboy,https://geo.music.apple.com/ca/album/party-monster/1440871397?i=1440871694&app=music&at=11lt62&ct=tracklink,,
Reminder,The Weeknd,Starboy,https://geo.music.apple.com/ca/album/reminder/1440871397?i=1440871703&app=music&at=11lt62&ct=tracklink,,
Secrets,The Weeknd,Starboy,https://geo.music.apple.com/ca/album/secrets/1440871397?i=1440871712&app=music&at=11lt62&ct=tracklink,,
Sidewalks (feat. Kendrick Lamar),The Weeknd,Starboy,https://geo.music.apple.com/ca/album/sidewalks-feat-kendrick-lamar/1440871397?i=1440871952&app=music&at=11lt62&ct=tracklink,,
Six Feet Under,The Weeknd,Starboy,https://geo.music.apple.com/ca/album/six-feet-under/1440871397?i=1440871956&app=music&at=11lt62&ct=tracklink,,
Starboy (feat. Daft Punk),The Weeknd,Starboy,https://geo.music.apple.com/ca/album/starboy-feat-daft-punk/1440871397?i=1440871420&app=music&at=11lt62&ct=tracklink,,
Stargirl Interlude (feat. Lana Del Rey),The Weeknd,Starboy,https://geo.music.apple.com/ca/album/stargirl-interlude-feat-lana-del-rey/1440871397?i=1440871932&app=music&at=11lt62&ct=tracklink,,
True Colors,The Weeknd,Starboy,https://geo.music.apple.com/ca/album/true-colors/1440871397?i=1440871717&app=music&at=11lt62&ct=tracklink,,
Blinding Lights,The Weeknd,Blinding Lights - Single,https://geo.music.apple.com/ca/album/blinding-lights/1488408555?i=1488408568&app=music&at=11lt62&ct=tracklink,,
Acquainted,The Weeknd,Beauty Behind the Madness,https://geo.music.apple.com/ca/album/acquainted/1440826239?i=1440826386&app=music&at=11lt62&ct=tracklink,,
Angel,The Weeknd,Beauty Behind the Madness,https://geo.music.apple.com/ca/album/angel/1440826239?i=1440826590&app=music&at=11lt62&ct=tracklink,,
As You Are,The Weeknd,Beauty Behind the Madness,https://geo.music.apple.com/ca/album/as-you-are/1440826239?i=1440826583&app=music&at=11lt62&ct=tracklink,,
Can't Feel My Face,The Weeknd,Beauty Behind the Madness,https://geo.music.apple.com/ca/album/cant-feel-my-face/1440858094?i=1440858500&app=music&at=11lt62&ct=tracklink,,
Dark Times (feat. Ed Sheeran),The Weeknd,Beauty Behind the Madness,https://geo.music.apple.com/ca/album/dark-times-feat-ed-sheeran/1440826239?i=1440826586&app=music&at=11lt62&ct=tracklink,,
Earned It (Fifty Shades of Grey),The Weeknd,Beauty Behind the Madness,https://geo.music.apple.com/ca/album/earned-it-fifty-shades-of-grey/1440826239?i=1440826577&app=music&at=11lt62&ct=tracklink,,
In the Night,The Weeknd,Beauty Behind the Madness,https://geo.music.apple.com/ca/album/in-the-night/1440826239?i=1440826580&app=music&at=11lt62&ct=tracklink,,
Losers (feat. Labrinth),The Weeknd,Beauty Behind the Madness,https://geo.music.apple.com/ca/album/losers-feat-labrinth/1440826239?i=1440826369&app=music&at=11lt62&ct=tracklink,,
Often,The Weeknd,Beauty Behind the Madness,https://geo.music.apple.com/ca/album/often/1440826239?i=1440826380&app=music&at=11lt62&ct=tracklink,,
Prisoner (feat. Lana Del Rey),The Weeknd,Beauty Behind the Madness,https://geo.music.apple.com/ca/album/prisoner-feat-lana-del-rey/1440826239?i=1440826588&app=music&at=11lt62&ct=tracklink,,
Real Life,The Weeknd,Beauty Behind the Madness,https://geo.music.apple.com/ca/album/real-life/1440826239?i=1440826364&app=music&at=11lt62&ct=tracklink,,
Shameless,The Weeknd,Beauty Behind the Madness,https://geo.music.apple.com/ca/album/shameless/1440826239?i=1440826575&app=music&at=11lt62&ct=tracklink,,
Tell Your Friends,The Weeknd,Beauty Behind the Madness,https://geo.music.apple.com/ca/album/tell-your-friends/1440826239?i=1440826376&app=music&at=11lt62&ct=tracklink,,
The Hills,The Weeknd,Beauty Behind the Madness,https://geo.music.apple.com/ca/album/the-hills/1440858094?i=1440858495&app=music&at=11lt62&ct=tracklink,,
Call Out My Name,The Weeknd,"""My Dear Melancholy,""",https://geo.music.apple.com/ca/album/call-out-my-name/1363309866?i=1363310482&app=music&at=11lt62&ct=tracklink,,
Privilege,The Weeknd,"""My Dear Melancholy,""",https://geo.music.apple.com/ca/album/privilege/1363308558?i=1363309002&app=music&at=11lt62&ct=tracklink,,
Try Me,The Weeknd,"""My Dear Melancholy,""",https://geo.music.apple.com/ca/album/try-me/1363309866?i=1363310493&app=music&at=11lt62&ct=tracklink,,
Wasted Times,The Weeknd,"""My Dear Melancholy,""",https://geo.music.apple.com/ca/album/wasted-times/1363309866?i=1363310495&app=music&at=11lt62&ct=tracklink,,
After Hours,The Weeknd,After Hours,https://geo.music.apple.com/ca/album/after-hours/1499378108?i=1499378615&app=music&at=11lt62&ct=tracklink,,
Alone Again,The Weeknd,After Hours,https://geo.music.apple.com/ca/album/alone-again/1499378108?i=1499378115&app=music&at=11lt62&ct=tracklink,,
Escape From LA,The Weeknd,After Hours,https://geo.music.apple.com/ca/album/escape-from-la/1499378108?i=1499378596&app=music&at=11lt62&ct=tracklink,,
Faith,The Weeknd,After Hours,https://geo.music.apple.com/ca/album/faith/1499378108?i=1499378601&app=music&at=11lt62&ct=tracklink,,
Hardest To Love,The Weeknd,After Hours,https://geo.music.apple.com/ca/album/hardest-to-love/1499378108?i=1499378134&app=music&at=11lt62&ct=tracklink,,
Heartless,The Weeknd,After Hours,https://geo.music.apple.com/ca/album/heartless/1499378108?i=1499378597&app=music&at=11lt62&ct=tracklink,,
In Your Eyes,The Weeknd,After Hours,https://geo.music.apple.com/ca/album/in-your-eyes/1499385848?i=1499386363&app=music&at=11lt62&ct=tracklink,,
Repeat After Me (Interlude),The Weeknd,After Hours,https://geo.music.apple.com/ca/album/repeat-after-me-interlude/1499378108?i=1499378614&app=music&at=11lt62&ct=tracklink,,
Save Your Tears,The Weeknd,After Hours,https://geo.music.apple.com/ca/album/save-your-tears/1499378108?i=1499378613&app=music&at=11lt62&ct=tracklink,,
Scared To Live,The Weeknd,After Hours,https://geo.music.apple.com/ca/album/scared-to-live/1499378108?i=1499378135&app=music&at=11lt62&ct=tracklink,,
Snowchild,The Weeknd,After Hours,https://geo.music.apple.com/ca/album/snowchild/1499378108?i=1499378588&app=music&at=11lt62&ct=tracklink,,
Too Late,The Weeknd,After Hours,https://geo.music.apple.com/ca/album/too-late/1499385848?i=1499385861&app=music&at=11lt62&ct=tracklink,,
Until I Bleed Out,The Weeknd,After Hours,https://geo.music.apple.com/ca/album/until-i-bleed-out/1499378108?i=1499378860&app=music&at=11lt62&ct=tracklink,,
Save Your Tears (Remix),The Weeknd & Ariana Grande,Save Your Tears (Remix) - Single,https://geo.music.apple.com/ca/album/save-your-tears-remix/1563812774?i=1563812775&app=music&at=11lt62&ct=tracklink,,
Hurt You,The Weeknd & Gesaffelstein,"""My Dear Melancholy,""",https://geo.music.apple.com/ca/album/hurt-you/1363309866?i=1363311373&app=music&at=11lt62&ct=tracklink,,
I Was Never There,The Weeknd & Gesaffelstein,"""My Dear Melancholy,""",https://geo.music.apple.com/ca/album/i-was-never-there/1363309866?i=1363310498&app=music&at=11lt62&ct=tracklink,,
The Kill (Bury Me),Thirty Seconds to Mars,A Beautiful Lie,https://geo.music.apple.com/ca/album/the-kill-bury-me/712412028?i=712412153&app=music&at=11lt62&ct=tracklink,,
Blame It on a Backroad,Thomas Rhett,Country Again (Side A),https://geo.music.apple.com/ca/album/blame-it-on-a-backroad/1555624166?i=1555624630&app=music&at=11lt62&ct=tracklink,,
Country Again,Thomas Rhett,Country Again (Side A),https://geo.music.apple.com/ca/album/country-again/1555624166?i=1555624464&app=music&at=11lt62&ct=tracklink,,
Growing Up,Thomas Rhett,Country Again (Side A),https://geo.music.apple.com/ca/album/growing-up/1555624166?i=1555624250&app=music&at=11lt62&ct=tracklink,,
Heaven Right Now,Thomas Rhett,Country Again (Side A),https://geo.music.apple.com/ca/album/heaven-right-now/1555624166?i=1555624450&app=music&at=11lt62&ct=tracklink,,
More Time Fishin',Thomas Rhett,Country Again (Side A),https://geo.music.apple.com/ca/album/more-time-fishin/1555624166?i=1555624458&app=music&at=11lt62&ct=tracklink,,
Put It on Ice (feat. Hardy),Thomas Rhett,Country Again (Side A),https://geo.music.apple.com/ca/album/put-it-on-ice-feat-hardy/1555624166?i=1555624628&app=music&at=11lt62&ct=tracklink,,
To the Guys That Date My Girls,Thomas Rhett,Country Again (Side A),https://geo.music.apple.com/ca/album/to-the-guys-that-date-my-girls/1555624166?i=1555624455&app=music&at=11lt62&ct=tracklink,,
Want It Again,Thomas Rhett,Country Again (Side A),https://geo.music.apple.com/ca/album/want-it-again/1555624166?i=1555624248&app=music&at=11lt62&ct=tracklink,,
What's Your Country Song,Thomas Rhett,Country Again (Side A),https://geo.music.apple.com/ca/album/whats-your-country-song/1555624166?i=1555624257&app=music&at=11lt62&ct=tracklink,,
Where We Grew Up,Thomas Rhett,Country Again (Side A),https://geo.music.apple.com/ca/album/where-we-grew-up/1555624166?i=1555624264&app=music&at=11lt62&ct=tracklink,,
Ya Heard,Thomas Rhett,Country Again (Side A),https://geo.music.apple.com/ca/album/ya-heard/1555624166?i=1555624632&app=music&at=11lt62&ct=tracklink,,
I Hate Everything About You,Three Days Grace,Three Days Grace,https://geo.music.apple.com/ca/album/i-hate-everything-about-you/298376467?i=298376639&app=music&at=11lt62&ct=tracklink,,checked
Jackie Chan (feat. Preme & Post Malone),Tiësto & Dzeko,Jackie Chan (feat. Preme & Post Malone) - Single,https://geo.music.apple.com/ca/album/jackie-chan-feat-preme-post-malone/1382319470?i=1382319711&app=music&at=11lt62&ct=tracklink,,
BOOM,Tiësto & Sevenn,BOOM - Single,https://geo.music.apple.com/ca/album/boom/1445039970?i=1445039972&app=music&at=11lt62&ct=tracklink,,
How Do You Like Me Now?!,Toby Keith,How Do You Like Me Now?!,https://geo.music.apple.com/ca/album/how-do-you-like-me-now/1443724396?i=1443724414&app=music&at=11lt62&ct=tracklink,,
30 People,Token,30 People - Single,https://geo.music.apple.com/ca/album/30-people/1519026122?i=1519026522&app=music&at=11lt62&ct=tracklink,,
Somewhere Under Heaven,Tom Petty,Somewhere Under Heaven - Single,https://geo.music.apple.com/ca/album/somewhere-under-heaven/999212755?i=999212758&app=music&at=11lt62&ct=tracklink,,
Don't Fade On Me,Tom Petty,Wildflowers,https://geo.music.apple.com/ca/album/dont-fade-on-me/892018539?i=892018554&app=music&at=11lt62&ct=tracklink,,
Hard On Me,Tom Petty,Wildflowers,https://geo.music.apple.com/ca/album/hard-on-me/892018539?i=892018555&app=music&at=11lt62&ct=tracklink,,
Honey Bee,Tom Petty,Wildflowers,https://geo.music.apple.com/ca/album/honey-bee/892018539?i=892018553&app=music&at=11lt62&ct=tracklink,,
It's Good to Be King,Tom Petty,Wildflowers,https://geo.music.apple.com/ca/album/its-good-to-be-king/892018539?i=892018551&app=music&at=11lt62&ct=tracklink,,
Only a Broken Heart,Tom Petty,Wildflowers,https://geo.music.apple.com/ca/album/only-a-broken-heart/892018539?i=892018552&app=music&at=11lt62&ct=tracklink,,
Time to Move On,Tom Petty,Wildflowers,https://geo.music.apple.com/ca/album/time-to-move-on/892018539?i=892018548&app=music&at=11lt62&ct=tracklink,,
Wake Up Time,Tom Petty,Wildflowers,https://geo.music.apple.com/ca/album/wake-up-time/892018539?i=892018563&app=music&at=11lt62&ct=tracklink,,
You Wreck Me,Tom Petty,Wildflowers,https://geo.music.apple.com/ca/album/you-wreck-me/892018539?i=892018550&app=music&at=11lt62&ct=tracklink,,
A Higher Place,Tom Petty,Wildflowers & All the Rest (Super Deluxe Edition),https://geo.music.apple.com/ca/album/a-higher-place/1527821823?i=1527822209&app=music&at=11lt62&ct=tracklink,,
Cabin Down Below,Tom Petty,Wildflowers & All the Rest (Super Deluxe Edition),https://geo.music.apple.com/ca/album/cabin-down-below/1527821823?i=1527822204&app=music&at=11lt62&ct=tracklink,,
California,Tom Petty,Wildflowers & All the Rest (Super Deluxe Edition),https://geo.music.apple.com/ca/album/california/1527821823?i=1527822283&app=music&at=11lt62&ct=tracklink,,
Climb That Hill Blues,Tom Petty,Wildflowers & All the Rest (Super Deluxe Edition),https://geo.music.apple.com/ca/album/climb-that-hill-blues/1527821823?i=1527822279&app=music&at=11lt62&ct=tracklink,,
Confusion Wheel,Tom Petty,Wildflowers & All the Rest (Super Deluxe Edition),https://geo.music.apple.com/ca/album/confusion-wheel/1527821823?i=1527822280&app=music&at=11lt62&ct=tracklink,,
Crawling Back to You,Tom Petty,Wildflowers & All the Rest (Super Deluxe Edition),https://geo.music.apple.com/ca/album/crawling-back-to-you/1527821823?i=1527822213&app=music&at=11lt62&ct=tracklink,,
Harry Green,Tom Petty,Wildflowers & All the Rest (Super Deluxe Edition),https://geo.music.apple.com/ca/album/harry-green/1527821823?i=1527822284&app=music&at=11lt62&ct=tracklink,,
Hope You Never,Tom Petty,Wildflowers & All the Rest (Super Deluxe Edition),https://geo.music.apple.com/ca/album/hope-you-never/1527821823?i=1527822286&app=music&at=11lt62&ct=tracklink,,
House In the Woods,Tom Petty,Wildflowers & All the Rest (Super Deluxe Edition),https://geo.music.apple.com/ca/album/house-in-the-woods/1527821823?i=1527822210&app=music&at=11lt62&ct=tracklink,,
Hung Up and Overdue,Tom Petty,Wildflowers & All the Rest (Super Deluxe Edition),https://geo.music.apple.com/ca/album/hung-up-and-overdue/1527821823?i=1527822289&app=music&at=11lt62&ct=tracklink,,
Leave Virginia Alone,Tom Petty,Wildflowers & All the Rest (Super Deluxe Edition),https://geo.music.apple.com/ca/album/leave-virginia-alone/1527821823?i=1527822278&app=music&at=11lt62&ct=tracklink,,
Something Could Happen,Tom Petty,Wildflowers & All the Rest (Super Deluxe Edition),https://geo.music.apple.com/ca/album/something-could-happen/1527821823?i=1527822277&app=music&at=11lt62&ct=tracklink,,
To Find a Friend,Tom Petty,Wildflowers & All the Rest (Super Deluxe Edition),https://geo.music.apple.com/ca/album/to-find-a-friend/1527821823?i=1527822208&app=music&at=11lt62&ct=tracklink,,
Wildflowers,Tom Petty,Wildflowers & All the Rest (Super Deluxe Edition),https://geo.music.apple.com/ca/album/wildflowers/1527821823?i=1527821824&app=music&at=11lt62&ct=tracklink,,
You Don't Know How It Feels,Tom Petty,Wildflowers & All the Rest (Super Deluxe Edition),https://geo.music.apple.com/ca/album/you-dont-know-how-it-feels/1527821823?i=1527821825&app=music&at=11lt62&ct=tracklink,,
Angel Dream (No. 2),"Tom Petty,The Heartbreakers",Angel Dreams (Songs and Music from the Motion Picture “She’s The One”),https://music.apple.com/ca/album/angel-dream-no-2/1574214329?i=1574214330,,
Change the Locks,"Tom Petty,The Heartbreakers",Angel Dreams (Songs and Music from the Motion Picture “She’s The One”),https://music.apple.com/ca/album/change-the-locks/1574214329?i=1574214332,,
